user_id,date_served,marketing_channel,variant,language_displayed,language_preferred,age_group,date_subscribed,date_canceled
a100000379,1/27/2018,Youtube,personalization,English,English,24-30 years,1/27/2018,
a100000380,1/28/2018,Youtube,personalization,English,English,0-18 years,1/28/2018,
a100000381,1/30/2018,Youtube,personalization,English,Spanish,19-24 years,1/30/2018,
a100000382,1/31/2018,Youtube,personalization,English,English,24-30 years,1/31/2018,
a100000383,1/1/2018,Email,personalization,Arabic,Arabic,0-18 years,1/1/2018,
a100000384,1/2/2018,LinkedIn,personalization,English,English,19-24 years,1/2/2018,
a100000385,1/3/2018,Facebook,personalization,English,English,24-30 years,1/3/2018,
a100000386,1/4/2018,Instagram,personalization,English,English,0-18 years,1/4/2018,
a100000387,1/5/2018,Email,personalization,Arabic,Arabic,19-24 years,1/5/2018,
a100000388,1/6/2018,LinkedIn,personalization,English,English,24-30 years,1/6/2018,
a100000389,1/7/2018,Facebook,personalization,English,English,30-36 years,1/7/2018,
a100000390,1/8/2018,Instagram,personalization,English,English,36-45 years,1/8/2018,
a100000391,1/9/2018,Email,personalization,English,English,45-55 years,,
a100000392,1/10/2018,LinkedIn,personalization,English,English,55+ years,1/10/2018,
a100000393,1/11/2018,Facebook,personalization,English,English,0-18 years,1/11/2018,3/26/2018
a100000394,1/12/2018,Instagram,personalization,English,English,19-24 years,1/12/2018,2/25/2018
a100000395,1/13/2018,Email,personalization,Arabic,Arabic,24-30 years,1/13/2018,1/23/2018
a100000396,1/14/2018,LinkedIn,personalization,English,English,0-18 years,1/14/2018,2/28/2018
a100000397,1/15/2018,Facebook,personalization,English,English,19-24 years,1/15/2018,3/25/2018
a100000398,1/16/2018,Instagram,personalization,English,English,24-30 years,1/16/2018,3/12/2018
a100000399,1/17/2018,Email,personalization,English,English,0-18 years,1/17/2018,2/12/2018
a100000400,1/18/2018,LinkedIn,personalization,English,English,19-24 years,1/18/2018,4/27/2018
a100000401,1/19/2018,Facebook,personalization,English,English,24-30 years,1/19/2018,1/29/2018
a100000402,1/20/2018,Instagram,personalization,English,English,0-18 years,1/20/2018,
a100000403,1/21/2018,Email,personalization,English,English,19-24 years,1/21/2018,
a100000404,1/22/2018,LinkedIn,personalization,English,English,24-30 years,1/22/2018,
a100000405,1/23/2018,Facebook,personalization,English,English,0-18 years,1/23/2018,
a100000406,1/24/2018,Instagram,personalization,English,English,19-24 years,1/24/2018,
a100000407,1/25/2018,Email,personalization,English,English,24-30 years,1/25/2018,
a100000408,1/26/2018,LinkedIn,personalization,English,English,0-18 years,1/26/2018,
a100000409,1/27/2018,Facebook,personalization,English,English,19-24 years,1/27/2018,
a100000410,1/28/2018,Instagram,personalization,English,English,24-30 years,1/28/2018,
a100000411,1/29/2018,Email,personalization,English,English,30-36 years,,
a100000412,1/30/2018,LinkedIn,personalization,English,English,36-45 years,1/30/2018,5/2/2018
a100000413,1/31/2018,Facebook,personalization,English,English,45-55 years,1/31/2018,3/5/2018
a100000414,1/1/2018,Instagram,personalization,English,English,55+ years,1/1/2018,1/9/2018
a100000415,1/2/2018,Email,personalization,English,English,0-18 years,1/2/2018,3/26/2018
a100000416,1/3/2018,LinkedIn,personalization,English,English,19-24 years,1/3/2018,1/6/2018
a100000417,1/4/2018,Facebook,personalization,English,English,24-30 years,1/4/2018,1/25/2018
a100000418,1/5/2018,Instagram,personalization,English,English,0-18 years,1/5/2018,4/7/2018
a100000419,1/6/2018,Email,personalization,English,English,19-24 years,,
a100000420,1/7/2018,LinkedIn,personalization,English,English,24-30 years,1/7/2018,1/10/2018
a100000421,1/8/2018,Facebook,personalization,English,English,0-18 years,1/8/2018,
a100000422,1/9/2018,Instagram,personalization,English,English,19-24 years,1/9/2018,
a100000423,1/10/2018,Facebook,personalization,English,English,24-30 years,1/10/2018,
a100000424,1/11/2018,Facebook,personalization,English,English,0-18 years,1/11/2018,
a100000425,1/12/2018,Facebook,personalization,English,English,19-24 years,1/12/2018,
a100000426,1/13/2018,Facebook,personalization,English,English,24-30 years,1/13/2018,
a100000427,1/14/2018,Facebook,personalization,English,English,0-18 years,1/14/2018,
a100000428,1/15/2018,Facebook,personalization,English,English,19-24 years,1/15/2018,2/26/2018
a100000429,1/16/2018,Facebook,personalization,English,English,24-30 years,1/16/2018,1/23/2018
a100000430,1/17/2018,Facebook,personalization,English,English,0-18 years,1/17/2018,1/21/2018
a100000431,1/18/2018,Facebook,personalization,English,English,19-24 years,1/18/2018,1/19/2018
a100000432,1/19/2018,Facebook,personalization,English,English,24-30 years,1/19/2018,2/23/2018
a100000433,1/20/2018,Facebook,personalization,English,English,30-36 years,1/20/2018,4/21/2018
a100000434,1/21/2018,Facebook,personalization,English,English,36-45 years,1/21/2018,3/31/2018
a100000435,1/22/2018,Facebook,personalization,English,English,45-55 years,1/22/2018,4/2/2018
a100000436,1/23/2018,Facebook,personalization,English,English,55+ years,1/23/2018,2/16/2018
a100000437,1/24/2018,Facebook,personalization,English,English,0-18 years,1/24/2018,
a100000438,1/25/2018,Facebook,personalization,English,English,19-24 years,1/25/2018,
a100000439,1/26/2018,Facebook,personalization,English,English,24-30 years,1/26/2018,
a100000440,1/27/2018,Facebook,personalization,English,English,0-18 years,1/27/2018,
a100000441,1/28/2018,Facebook,personalization,English,English,19-24 years,1/28/2018,
a100000442,1/29/2018,Facebook,personalization,English,English,24-30 years,1/29/2018,
a100000443,1/30/2018,Facebook,personalization,English,English,0-18 years,1/30/2018,
a100000444,1/31/2018,Facebook,personalization,English,English,19-24 years,1/31/2018,
a100000445,1/1/2018,Facebook,personalization,English,English,24-30 years,1/1/2018,
a100000446,1/2/2018,Facebook,personalization,English,English,0-18 years,1/2/2018,
a100000447,1/3/2018,Facebook,personalization,English,English,19-24 years,1/3/2018,
a100000448,1/4/2018,Facebook,personalization,English,English,24-30 years,1/4/2018,
a100000449,1/5/2018,Facebook,personalization,English,English,0-18 years,1/5/2018,
a100000450,1/6/2018,Facebook,personalization,English,English,19-24 years,1/6/2018,
a100000451,1/7/2018,Facebook,personalization,English,English,24-30 years,1/7/2018,
a100000452,1/8/2018,Facebook,personalization,English,English,19-24 years,1/8/2018,
a100000453,1/9/2018,Facebook,personalization,English,English,24-30 years,1/9/2018,4/3/2018
a100000454,1/10/2018,Facebook,personalization,English,English,0-18 years,1/10/2018,1/25/2018
a100000455,1/11/2018,Facebook,personalization,English,English,19-24 years,1/11/2018,2/3/2018
a100000456,1/12/2018,Facebook,personalization,English,English,24-30 years,1/12/2018,1/28/2018
a100000457,1/13/2018,Facebook,personalization,English,English,0-18 years,1/13/2018,3/28/2018
a100000458,1/14/2018,Facebook,personalization,English,English,19-24 years,1/14/2018,3/25/2018
a100000459,1/15/2018,Facebook,personalization,English,English,24-30 years,1/15/2018,2/13/2018
a100000460,1/16/2018,Facebook,personalization,English,English,24-30 years,1/16/2018,4/16/2018
a100000461,1/17/2018,Facebook,control,English,English,0-18 years,1/17/2018,2/18/2018
a100000462,1/18/2018,Facebook,control,English,English,19-24 years,1/18/2018,
a100000463,1/19/2018,Facebook,control,English,English,24-30 years,1/19/2018,
a100000464,1/20/2018,Facebook,control,English,English,30-36 years,1/20/2018,
a100000465,1/21/2018,Facebook,control,English,English,36-45 years,1/21/2018,
a100000466,1/22/2018,Facebook,control,English,English,45-55 years,1/22/2018,
a100000467,1/23/2018,Facebook,control,English,English,55+ years,1/23/2018,
a100000468,1/24/2018,Facebook,control,English,English,0-18 years,1/24/2018,
a100000469,1/25/2018,Facebook,control,English,English,19-24 years,1/25/2018,
a100000470,1/26/2018,Facebook,control,English,English,24-30 years,1/26/2018,
a100000471,1/27/2018,Facebook,control,English,English,30-36 years,1/27/2018,
a100000472,1/28/2018,Facebook,control,English,English,36-45 years,1/28/2018,
a100000473,1/29/2018,Facebook,control,English,English,45-55 years,1/29/2018,
a100000474,1/30/2018,Facebook,control,English,English,55+ years,1/30/2018,
a100000475,1/30/2018,Facebook,control,English,English,55+ years,,
a100000476,1/31/2018,Facebook,control,English,English,0-18 years,1/31/2018,
a100000477,1/31/2018,Facebook,control,English,English,0-18 years,,
a100000478,1/21/2018,Facebook,control,English,English,19-24 years,1/21/2018,
a100000479,1/21/2018,Facebook,control,English,English,19-24 years,,
a100000480,1/22/2018,Facebook,control,English,English,24-30 years,1/22/2018,
a100000481,1/22/2018,Facebook,control,English,English,24-30 years,,
a100000482,1/23/2018,Facebook,control,English,English,30-36 years,1/23/2018,
a100000483,1/23/2018,Facebook,control,English,English,30-36 years,,
a100000484,1/24/2018,Facebook,control,English,English,36-45 years,1/24/2018,
a100000485,1/24/2018,Facebook,control,English,English,36-45 years,,
a100000486,1/25/2018,Facebook,control,English,English,45-55 years,1/25/2018,
a100000487,1/25/2018,Facebook,control,English,English,45-55 years,,
a100000488,1/26/2018,Facebook,control,English,English,55+ years,1/26/2018,
a100000489,1/26/2018,Facebook,control,English,English,55+ years,,
a100000490,1/27/2018,Facebook,personalization,English,English,0-18 years,1/27/2018,
a100000491,1/27/2018,Facebook,personalization,English,English,0-18 years,,
a100000492,1/28/2018,Facebook,personalization,English,English,19-24 years,1/28/2018,
a100000493,1/28/2018,Facebook,personalization,English,English,19-24 years,,
a100000494,1/29/2018,Facebook,personalization,English,English,24-30 years,1/29/2018,
a100000495,1/29/2018,Facebook,personalization,English,English,24-30 years,,
a100000496,1/30/2018,Email,personalization,English,English,24-30 years,1/30/2018,
a100000497,1/30/2018,Email,personalization,English,English,24-30 years,,
a100000498,1/15/2018,Email,personalization,English,English,0-18 years,1/15/2018,
a100000499,1/15/2018,Email,personalization,English,English,0-18 years,1/15/2018,
a100000500,1/15/2018,Email,personalization,English,English,19-24 years,1/15/2018,
a100000501,1/15/2018,Email,personalization,English,English,19-24 years,,
a100000502,1/15/2018,Email,personalization,English,English,24-30 years,1/15/2018,
a100000503,1/15/2018,Email,personalization,English,English,24-30 years,,
a100000504,1/15/2018,Email,personalization,English,English,24-30 years,1/15/2018,
a100000505,1/15/2018,Email,personalization,English,English,24-30 years,,
a100000506,1/15/2018,Email,personalization,English,English,0-18 years,1/15/2018,
a100000507,1/15/2018,Email,personalization,English,English,0-18 years,1/15/2018,
a100000508,1/15/2018,Email,personalization,English,English,19-24 years,1/15/2018,2/9/2018
a100000509,1/15/2018,Email,personalization,English,English,24-30 years,,
a100000510,1/15/2018,Email,personalization,English,English,24-30 years,1/15/2018,4/8/2018
a100000511,1/15/2018,Email,personalization,English,English,0-18 years,1/15/2018,4/17/2018
a100000512,1/15/2018,Email,personalization,English,English,19-24 years,,
a100000513,1/15/2018,Email,personalization,English,English,24-30 years,1/15/2018,3/19/2018
a100000514,1/15/2018,Email,personalization,English,English,24-30 years,1/15/2018,2/28/2018
a100000515,1/15/2018,Email,personalization,English,English,0-18 years,1/15/2018,2/7/2018
a100000516,1/15/2018,Email,personalization,English,English,19-24 years,,
a100000517,1/15/2018,Email,personalization,English,English,24-30 years,1/15/2018,
a100000518,1/15/2018,Email,personalization,English,English,24-30 years,,
a100000519,1/15/2018,Email,personalization,Spanish,Spanish,0-18 years,1/15/2018,
a100000520,1/15/2018,Email,personalization,English,English,19-24 years,1/15/2018,
a100000521,1/15/2018,Email,personalization,English,English,24-30 years,,
a100000522,1/15/2018,Email,personalization,English,English,24-30 years,1/15/2018,
a100000523,1/15/2018,Email,personalization,Spanish,Spanish,0-18 years,1/15/2018,
a100000524,1/15/2018,Email,personalization,English,English,19-24 years,1/15/2018,
a100000525,1/15/2018,Email,personalization,English,English,24-30 years,,
a100000526,1/15/2018,Email,personalization,English,English,24-30 years,1/15/2018,
a100000527,1/15/2018,Email,personalization,English,English,0-18 years,1/15/2018,
a100000528,1/15/2018,Email,personalization,English,English,19-24 years,1/15/2018,
a100000529,1/15/2018,Email,personalization,Spanish,Spanish,24-30 years,1/15/2018,
a100000530,1/15/2018,Email,personalization,English,English,24-30 years,1/15/2018,
a100000531,1/15/2018,Email,personalization,English,English,0-18 years,1/15/2018,
a100000532,1/15/2018,Email,personalization,English,English,19-24 years,1/15/2018,
a100000533,1/15/2018,Email,personalization,English,English,24-30 years,1/15/2018,
a100000534,1/15/2018,Email,personalization,English,English,24-30 years,1/15/2018,
a100000535,1/15/2018,Email,personalization,English,English,0-18 years,1/15/2018,
a100000536,1/15/2018,Email,personalization,English,English,19-24 years,1/15/2018,
a100000537,1/15/2018,Email,personalization,English,English,24-30 years,1/15/2018,
a100000538,1/15/2018,Email,personalization,English,English,24-30 years,1/15/2018,
a100000539,1/15/2018,Email,personalization,English,English,0-18 years,1/15/2018,
a100000540,1/15/2018,Email,personalization,English,English,19-24 years,1/15/2018,
a100000541,1/15/2018,Email,personalization,English,English,24-30 years,,
a100000542,1/16/2018,Email,personalization,German,German,24-30 years,1/16/2018,
a100000543,1/16/2018,Email,personalization,English,English,0-18 years,1/16/2018,
a100000544,1/16/2018,Email,personalization,English,English,19-24 years,1/16/2018,
a100000545,1/16/2018,Email,personalization,English,English,24-30 years,1/16/2018,
a100000546,1/16/2018,Email,personalization,English,English,24-30 years,1/16/2018,
a100000547,1/16/2018,Email,personalization,English,English,0-18 years,1/16/2018,
a100000548,1/16/2018,Email,personalization,English,English,19-24 years,1/16/2018,
a100000549,1/16/2018,Email,personalization,English,English,24-30 years,,
a100000550,1/16/2018,Email,personalization,English,English,24-30 years,1/16/2018,
a100000551,1/16/2018,Email,personalization,English,English,0-18 years,1/16/2018,
a100000552,1/16/2018,Email,personalization,English,English,19-24 years,1/16/2018,
a100000553,1/16/2018,Email,personalization,German,German,24-30 years,1/16/2018,
a100000554,1/16/2018,Email,personalization,English,English,24-30 years,1/16/2018,
a100000555,1/16/2018,Email,personalization,English,English,0-18 years,1/16/2018,
a100000556,1/16/2018,Email,personalization,English,English,19-24 years,1/16/2018,
a100000557,1/16/2018,Email,personalization,English,English,24-30 years,1/16/2018,
a100000558,1/16/2018,Email,personalization,English,English,24-30 years,1/16/2018,
a100000559,1/16/2018,Email,personalization,German,German,0-18 years,1/16/2018,
a100000560,1/16/2018,Email,personalization,Spanish,Spanish,19-24 years,1/16/2018,
a100000561,1/16/2018,Email,control,English,English,0-18 years,,
a100000562,1/16/2018,Email,control,English,English,19-24 years,1/16/2018,
a100000563,1/17/2018,Email,control,English,English,24-30 years,1/17/2018,
a100000564,1/17/2018,Email,control,English,English,30-36 years,1/17/2018,
a100000565,1/17/2018,Email,control,English,English,36-45 years,1/17/2018,2/25/2018
a100000566,1/17/2018,Email,control,English,English,45-55 years,1/17/2018,4/5/2018
a100000567,1/17/2018,Email,control,English,English,55+ years,1/17/2018,2/12/2018
a100000568,1/17/2018,Email,control,English,English,0-18 years,1/17/2018,4/4/2018
a100000569,1/17/2018,Email,control,German,German,19-24 years,1/17/2018,3/5/2018
a100000570,1/17/2018,Email,control,German,German,24-30 years,1/17/2018,2/14/2018
a100000571,1/17/2018,Email,control,English,English,30-36 years,1/17/2018,4/26/2018
a100000572,1/17/2018,Email,control,English,English,36-45 years,1/17/2018,1/27/2018
a100000573,1/17/2018,Email,control,English,English,45-55 years,1/17/2018,1/24/2018
a100000574,1/17/2018,Email,control,English,English,55+ years,1/17/2018,
a100000575,1/5/2018,Instagram,control,English,English,55+ years,,
a100000576,1/17/2018,Email,control,English,English,0-18 years,1/17/2018,
a100000577,1/6/2018,Facebook,control,English,English,0-18 years,,
a100000578,1/16/2018,Facebook,control,English,English,19-24 years,1/16/2018,
a100000579,1/7/2018,Youtube,control,English,English,19-24 years,,
a100000580,1/16/2018,Instagram,control,English,English,24-30 years,1/16/2018,
a100000581,1/8/2018,Youtube,control,English,English,24-30 years,,
a100000582,1/16/2018,Email,control,English,English,30-36 years,1/16/2018,
a100000583,1/5/2018,Youtube,control,English,English,30-36 years,,
a100000584,1/16/2018,LinkedIn,control,English,English,36-45 years,1/16/2018,
a100000585,1/6/2018,Youtube,control,English,English,36-45 years,,
a100000586,1/16/2018,Facebook,control,English,English,45-55 years,1/16/2018,
